업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,일상의아도,"충청남도 천안시 서북구 늘푸른3길 7-1, 1층 103호 (두정동)",충청남도 천안시 서북구 두정동 611-1 ,,기타
일반음식점,지호한방삼계탕천안불당점,"충청남도 천안시 서북구 공원로 205, 아르떼보엠 2층 206,207호 (불당동)",충청남도 천안시 서북구 불당동 1293 , 041- 533-5297,한식
일반음식점,큰통치킨호프청춘갈비,"충청남도 천안시 서북구 검은들1길 26, 1층 105,106호 (불당동, SKY타워)",충청남도 천안시 서북구 불당동 684 외1필지 , 041- 621-5001,호프/통닭
일반음식점,아리랑포차,"충청남도 천안시 서북구 성정공원5로 51, 1층 102호 (성정동, C.M21)",충청남도 천안시 서북구 성정동 1395 ,,식육(숯불구이)
일반음식점,킹콩쥬스엔청춘핫도그천안쌍용점,"충청남도 천안시 서북구 미라2길 48, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1085 ,,경양식
일반음식점,아구드림두정점,"충청남도 천안시 서북구 두정중7길 1-8, 1동 1층 (두정동)",충청남도 천안시 서북구 두정동 1256 ,,한식
일반음식점,두정돈까스,"충청남도 천안시 서북구 두정고6길 22, 1층 (두정동)",충청남도 천안시 서북구 두정동 1929 ,,분식
일반음식점,이고집식당,"충청남도 천안시 서북구 봉정로 395, 1층 (두정동)",충청남도 천안시 서북구 두정동 1566 , 041- 551-5792,중국식
일반음식점,단밤김밥분식,"충청남도 천안시 서북구 두정고5길 17, 1층 (두정동)",충청남도 천안시 서북구 두정동 1957 ,,분식
일반음식점,유가네닭갈비천안두정점,"충청남도 천안시 서북구 성정두정로 70, 1층 105호 (두정동, 아크로텔천안두정)",충청남도 천안시 서북구 두정동 1464 , 041- 556-4455,한식
일반음식점,원두막2호점,"충청남도 천안시 서북구 봉정로 89, A동 1층 (성정동)",충청남도 천안시 서북구 성정동 745-2 ,,정종/대포집/소주방
일반음식점,조선화로집천안불당점2,"충청남도 천안시 서북구 불당33길 22, 2층 206호 (불당동, 고은타워)",충청남도 천안시 서북구 불당동 1619 ,,한식
일반음식점,조선화로집천안불당점,"충청남도 천안시 서북구 불당33길 22, 2층 201~205호 (불당동, 고은타워)",충청남도 천안시 서북구 불당동 1619 ,,한식
일반음식점,부리나치킨바베큐,"충청남도 천안시 서북구 두정고8길 9, 1층 (두정동)",충청남도 천안시 서북구 두정동 1872 , 041- 564-3292,호프/통닭
일반음식점,풍성식당,"충청남도 천안시 서북구 성거읍 문성2길 15, D동 1층",충청남도 천안시 서북구 성거읍 문덕리 176 , 041- 587-2900,한식
일반음식점,월남쌈김상사천안차암점,"충청남도 천안시 서북구 밤개울1길 6, 1층 (차암동)",충청남도 천안시 서북구 차암동 510 , 041- 622-9249,한식
일반음식점,신불당꼬마김밥,"충청남도 천안시 서북구 불당21로 40, 501동 지하1층 B145호 (불당동, 천안불당 호반써밋플레이스)",충청남도 천안시 서북구 불당동 1613 천안불당 호반써밋플레이스 , 041- 621-1231,분식
일반음식점,시골밥상,"충청남도 천안시 서북구 불당25로 138, 2층 208호 (불당동, 선우프라자)",충청남도 천안시 서북구 불당동 1539 , 041- 554-781,한식
일반음식점,청림족발,"충청남도 천안시 서북구 미라2길 26-3, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1184 ,,한식
일반음식점,오대륙통닭성정점,"충청남도 천안시 서북구 도원4길 15, 1층 (성정동)",충청남도 천안시 서북구 성정동 958-1 ,,정종/대포집/소주방
일반음식점,푸라닭치킨,"충청남도 천안시 서북구 불당21로 40, 501동 지1층 B109호 (불당동, 천안불당호반써밋플레이스)",충청남도 천안시 서북구 불당동 1613 , 041- 555-9206,호프/통닭
일반음식점,비비스타일카페,"충청남도 천안시 서북구 양지2길 73, 1동 1층 (성정동)",충청남도 천안시 서북구 성정동 723-2 , 041- 579-3661,기타
일반음식점,투다리신불당1호점,"충청남도 천안시 서북구 불당19로 200, 401동 지1층 119호 (불당동, 불당호반베르디움TheFirst)",충청남도 천안시 서북구 불당동 1811 ,,정종/대포집/소주방
일반음식점,백연푸드,"충청남도 천안시 서북구 불당34길 25-6, 2층 204,205호 (불당동)",충청남도 천안시 서북구 불당동 1813 , 041- 567-9582,한식
일반음식점,개미집,"충청남도 천안시 서북구 불당34길 25-6, 1층 101,102호 (불당동)",충청남도 천안시 서북구 불당동 1813 ,,한식
일반음식점,커피하우스,"충청남도 천안시 서북구 성환읍 율금1길 240, 1층",충청남도 천안시 서북구 성환읍 율금리 635-5 ,,기타
일반음식점,성환반점,"충청남도 천안시 서북구 성환읍 성진로 27, 1층 101,102호",충청남도 천안시 서북구 성환읍 성월리 82-19 , 041- 581-3353,중국식
일반음식점,미스터스시,"충청남도 천안시 서북구 검은들3길 3, 2층 201,202호 (불당동)",충청남도 천안시 서북구 불당동 737 , 041- 523-1104,일식
일반음식점,토프레소성환점,"충청남도 천안시 서북구 성환읍 성환2로 89-1, 1층 (상민빌딩)",충청남도 천안시 서북구 성환읍 성환리 365-3 , 041- 588-8050,기타
일반음식점,본죽비빔밥,"충청남도 천안시 서북구 불당33길 24, 1층 101호 (불당동, 리앤시티)",충청남도 천안시 서북구 불당동 1618 ,,한식
일반음식점,족발야시장천안차암점,"충청남도 천안시 서북구 밤개울2길 5-1, 1층 (차암동)",충청남도 천안시 서북구 차암동 477 ,,한식
일반음식점,코끼리바,"충청남도 천안시 서북구 성정공원5로 10-13, 1동 3층 304호 (성정동, 세화프라자)",충청남도 천안시 서북구 성정동 1505 , 070-7715-5678,정종/대포집/소주방
일반음식점,민호네,"충청남도 천안시 서북구 불당26로 77, 지하1층 140호 (불당동, 천안불당지웰더샵상가동)",충청남도 천안시 서북구 불당동 1548 천안불당지웰더샵상가동 지하1층 140호,041 -555 -5454,식육(숯불구이)
일반음식점,진짬뽕,충청남도 천안시 서북구 성거읍 신월길 5,충청남도 천안시 서북구 성거읍 신월리 392-10 ,,중국식
일반음식점,더바운스,"충청남도 천안시 서북구 서부3길 67, 1층 (성정동)",충청남도 천안시 서북구 성정동 627-12 ,,기타
일반음식점,해상공원,"충청남도 천안시 서북구 서부대로 319-4, 1동 지1층 B04, B02, B03호 (쌍용동)",충청남도 천안시 서북구 쌍용동 191-2 외8필지 ,,일식
일반음식점,오엔시티연회,"충청남도 천안시 서북구 불당4로 105, 2층 (불당동)",충청남도 천안시 서북구 불당동 689 , 041- 553-8080,뷔페식
일반음식점,힘센장어오리,충청남도 천안시 서북구 직산읍 직산로 41,충청남도 천안시 서북구 직산읍 삼은리 85-7 , 041- 587-8892,한식
일반음식점,대복식당,"충청남도 천안시 서북구 성환읍 율금1길 8-6, 1층",충청남도 천안시 서북구 성환읍 율금리 790-34 ,,한식
일반음식점,능수시래기,"충청남도 천안시 서북구 한들1로 134-19, 1층 (백석동)",충청남도 천안시 서북구 백석동 1097 ,,한식
일반음식점,씨티호텔천안관광호텔레스토랑,"충청남도 천안시 서북구 양지21길 42, 1층 (성정동)",충청남도 천안시 서북구 성정동 734-2 천안관광호텔 ,,경양식
일반음식점,토끼정천안점,"충청남도 천안시 서북구 불당33길 26, 2층 202,203호 (불당동, 우리타워)",충청남도 천안시 서북구 불당동 1617 ,041 - 567-1617,경양식
일반음식점,굽네치킨차암점,"충청남도 천안시 서북구 3공단6로 50, 1층 115호 (차암동, 힐링J타워)",충청남도 천안시 서북구 차암동 435-1 ,,호프/통닭
일반음식점,미사리밀빛초계국수칼국수천안점,"충청남도 천안시 서북구 백석공단1로 107, 1층 (백석동)",충청남도 천안시 서북구 백석동 570-1 , 041- 551-7497,한식
일반음식점,해신푸드,"충청남도 천안시 서북구 성거읍 석문길 291, 2동 1층",충청남도 천안시 서북구 성거읍 문덕리 146-2 ,,한식
일반음식점,명랑핫도그천안차암점,"충청남도 천안시 서북구 3공단6로 58-5, 1층 115호 (차암동)",충청남도 천안시 서북구 차암동 436 ,,정종/대포집/소주방
일반음식점,충만치킨신불당점,"충청남도 천안시 서북구 불당25로 66, 1층 (불당동, 대영빌딩)",충청남도 천안시 서북구 불당동 1820 ,,호프/통닭
일반음식점,언덕위커피나무,"충청남도 천안시 서북구 불당25로 138, 1층 116호 (불당동, 선우프라자)",충청남도 천안시 서북구 불당동 1539 ,,기타
일반음식점,원조인생감자탕,"충청남도 천안시 서북구 서부대로 788, 2층 (두정동)",충청남도 천안시 서북구 두정동 1063-4 ,,한식
일반음식점,유생촌백석점,"충청남도 천안시 서북구 한들1로 196, 2층 B205,B206,B207호 (백석동, 천안마치에비뉴2)",충청남도 천안시 서북구 백석동 1051 , 041- 522-5040,한식
일반음식점,도야족발불당점,"충청남도 천안시 서북구 불당32길 3-9, 1층 (불당동)",충청남도 천안시 서북구 불당동 1700 , 041- 522-1090,식육(숯불구이)
일반음식점,비원1,"충청남도 천안시 서북구 입장면 성진로 748, 1층",충청남도 천안시 서북구 입장면 신덕리 5-1 ,,식육(숯불구이)
일반음식점,비원,"충청남도 천안시 서북구 입장면 신덕3길 5, 1층",충청남도 천안시 서북구 입장면 신덕리 188-5 ,,식육(숯불구이)
일반음식점,두정국수,"충청남도 천안시 서북구 두정로 188, 1층 (두정동, 센트레시티)",충청남도 천안시 서북구 두정동 935-1 , 041- 552-9993,한식
일반음식점,고봉민김밥인천안신불당호반점,"충청남도 천안시 서북구 불당19로 200, 401동 지1층 112호 (불당동, 불당호반베르디움TheFirst)",충청남도 천안시 서북구 불당동 1811 ,,분식
일반음식점,육화미직영1호점,"충청남도 천안시 서북구 불당25로 152, DM타워 1층 105,106,107,108호 (불당동)",충청남도 천안시 서북구 불당동 1542 , 041- 552-8053,식육(숯불구이)
일반음식점,쉼표식당,"충청남도 천안시 서북구 오성로 115, 1층 112호 (두정동, 프라지움9차)",충청남도 천안시 서북구 두정동 1377 ,,정종/대포집/소주방
일반음식점,스시호기,"충청남도 천안시 서북구 한들2로 8, 1층 113호 (백석동)",충청남도 천안시 서북구 백석동 150-2 ,,일식
일반음식점,치킨플러스백석점,"충청남도 천안시 서북구 백석로 17-5, 1층 (백석동)",충청남도 천안시 서북구 백석동 302-2 1층 ,041 -552 -0308,한식
일반음식점,피자나라치킨공주,"충청남도 천안시 서북구 불당19로 200, 401동 지1층 103호 (불당동, 불당호반베르디움TheFirst)",충청남도 천안시 서북구 불당동 1811 , 041- 565-9080,호프/통닭
일반음식점,바다양푼이동태탕천안직산점,"충청남도 천안시 서북구 성거읍 직산로 18-22, 1층",충청남도 천안시 서북구 성거읍 신월리 371-1 1층 ,041 -585 -8885,한식
일반음식점,텐투에잇,"충청남도 천안시 서북구 불당1길 18, 1동 1층 (불당동)",충청남도 천안시 서북구 불당동 1028 , 041- 552-1028,정종/대포집/소주방
일반음식점,호천당,"충청남도 천안시 서북구 쌍용대로 221, 1층 (성정동)",충청남도 천안시 서북구 성정동 1025-1 ,,경양식
일반음식점,제주은희네해장국천안쌍용점,"충청남도 천안시 서북구 서부대로 348, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 220-14 ,,한식
일반음식점,짬뽕파크24시,"충청남도 천안시 서북구 공단로 98, 1층 (성성동)",충청남도 천안시 서북구 성성동 364-3 외1필지 , 041- 621-0930,경양식
일반음식점,황우정본점,"충청남도 천안시 서북구 충무로 167-12, 1층 (쌍용동, 오성트윈프라자)",충청남도 천안시 서북구 쌍용동 494-3 , 041- 548-4114,식육(숯불구이)
일반음식점,일품미담,"충청남도 천안시 서북구 직산읍 직산로 41, 2층",충청남도 천안시 서북구 직산읍 삼은리 85-7 외1필지 , 041- 587-8582,식육(숯불구이)
일반음식점,샬레,"충청남도 천안시 서북구 입장면 입장로 157, 1층",충청남도 천안시 서북구 입장면 하장리 110-57 , 070-8182-7959,경양식
일반음식점,멕시카나백석점,"충청남도 천안시 서북구 한들3로 70, 1층 103호 (백석동, 백석더샵아파트근린생활시설1)",충청남도 천안시 서북구 백석동 1193 ,041 - 551-8355,호프/통닭
일반음식점,돈가스클럽백석점,"충청남도 천안시 서북구 음봉로 891, 1동 지1층 (백석동)",충청남도 천안시 서북구 백석동 604-19 , 041- 567-7760,경양식
일반음식점,지존마라탕,"충청남도 천안시 서북구 검은들3길 46, 1층 116호 (불당동, 미래시티빌딩)",충청남도 천안시 서북구 불당동 725 외1필지 , 041- 567-9288,기타
일반음식점,양평뚝배기해장국,"충청남도 천안시 서북구 성정공원5로 45, 3동 1층 (성정동)",충청남도 천안시 서북구 성정동 1353 외2필지 , 041- 555-8321,한식
일반음식점,차암조은참치,"충청남도 천안시 서북구 3공단6로 50, 1층 129호 (차암동, 힐링J타워)",충청남도 천안시 서북구 차암동 435-1 , 041- 557-0828,일식
일반음식점,인정,"충청남도 천안시 서북구 오성6길 50, 1층 (두정동)",충청남도 천안시 서북구 두정동 778 ,,일식
일반음식점,미미제면소,"충청남도 천안시 서북구 성정4길 11, 1층 (성정동)",충청남도 천안시 서북구 성정동 718-3 ,,분식
일반음식점,새집,"충청남도 천안시 서북구 서부12길 41-1, 1층 (성정동)",충청남도 천안시 서북구 성정동 669-21 , 041- 574-5771,기타
일반음식점,마포깡통숯불구이,"충청남도 천안시 서북구 한들3로 36-17, A동 1층 112호 (백석동, 천안백석3차IPARK)",충청남도 천안시 서북구 백석동 1200 , 041- 555-7177,호프/통닭
일반음식점,명태어장천안두정점,"충청남도 천안시 서북구 원두정10길 23, 1층 (두정동)",충청남도 천안시 서북구 두정동 942 , 041- 561-6699,중국식
일반음식점,비비큐펜타포트점,"충청남도 천안시 서북구 공원로 205, 1층 114호 (불당동, 아르떼보엠)",충청남도 천안시 서북구 불당동 1293 ,,호프/통닭
일반음식점,처갓집양념치킨신불당점,"충청남도 천안시 서북구 불당26로 77, 상가동 지1층 124호 (불당동, 천안불당지웰더샵)",충청남도 천안시 서북구 불당동 1548 ,,한식
일반음식점,호정,"충청남도 천안시 서북구 미라13길 2, 1층 (쌍용동, 1)",충청남도 천안시 서북구 쌍용동 976 ,,한식
일반음식점,홍화,"충청남도 천안시 서북구 도원7길 18, 1층 (성정동)",충청남도 천안시 서북구 성정동 871 ,,한식
일반음식점,카페주와,"충청남도 천안시 서북구 한들2로 34-21, 1층 (백석동)",충청남도 천안시 서북구 백석동 101-11 ,,경양식
일반음식점,피즈앤콥,"충청남도 천안시 서북구 성정중4길 39-3, 1층 105호 (성정동, 성정동주차장빌딩)",충청남도 천안시 서북구 성정동 1178 ,,경양식
일반음식점,홍룡수제만두불당점,"충청남도 천안시 서북구 불당34길 2, 1층 (불당동, 교차로빌딩)",충청남도 천안시 서북구 불당동 1845 ,,분식
일반음식점,하루엔소쿠,"충청남도 천안시 서북구 불당21로 65, 1층 107호 (불당동, 더다움프라자)",충청남도 천안시 서북구 불당동 1538 ,,호프/통닭
일반음식점,빡빡이양꼬치,"충청남도 천안시 서북구 서부15길 22, 1층 (성정동)",충청남도 천안시 서북구 성정동 654-22 ,,식육(숯불구이)
일반음식점,화덕에빠진통돼지,"충청남도 천안시 서북구 오성로 153, 2층 201호 (두정동)",충청남도 천안시 서북구 두정동 1431 ,,식육(숯불구이)
일반음식점,루암타히,"충청남도 천안시 서북구 입장면 하장3길 15, 1층",충청남도 천안시 서북구 입장면 하장리 49-1 ,,"외국음식전문점(인도,태국등)"
일반음식점,카메라떼쌍용점,"충청남도 천안시 서북구 월봉로 30, 1,2층 102,202호 (쌍용동)","충청남도 천안시 서북구 쌍용동 421 102호, 202호 ", 070-8866-7111,기타
일반음식점,궁낙지보쌈,"충청남도 천안시 서북구 직산읍 봉주로 40-1, 1층",충청남도 천안시 서북구 직산읍 삼은리 359 , 041- 853-2399,한식
일반음식점,오르텐시아,"충청남도 천안시 서북구 한들3로 36-17, A동 1층 105,126,127호 (백석동, 천안백석3차 IPARK)",충청남도 천안시 서북구 백석동 1200 천안백석3차 IPARK ,,패밀리레스트랑
일반음식점,살찌는집,"충청남도 천안시 서북구 불당19로 200, 401동 지1층 114호 (불당동, 불당호반베르디움TheFirst)",충청남도 천안시 서북구 불당동 1811 ,,식육(숯불구이)
일반음식점,뿅카는생막창,"충청남도 천안시 서북구 불당22대로 86, 1층 105,106호 (불당동, 마블러스에스타워)",충청남도 천안시 서북구 불당동 1535 , 041- 557-8383,한식
일반음식점,피자독두정성정점,"충청남도 천안시 서북구 두정중9길 9-1, 1동 1층 (두정동)",충청남도 천안시 서북구 두정동 1165 1층 1동 ,,경양식
일반음식점,꿀규네낙곱새,"충청남도 천안시 서북구 부성5길 9, 1층 (두정동)",충청남도 천안시 서북구 두정동 989 명성원룸 ,,한식
일반음식점,교촌치킨불당점,"충청남도 천안시 서북구 불당33길 40, 1층 103호 (불당동, 신영빌딩)",충청남도 천안시 서북구 불당동 1630 ,,호프/통닭
일반음식점,신룽푸마라탕천안점,"충청남도 천안시 서북구 불당22대로 92, 2층 202호 (불당동, 마블러스티타워)",충청남도 천안시 서북구 불당동 1535-1 , 041- 562-2357,한식
일반음식점,탕화쿵푸마라탕두정점,"충청남도 천안시 서북구 오성로 71, 1층 111호 (두정동, 아름다운빌딩)",충청남도 천안시 서북구 두정동 830 ,,"외국음식전문점(인도,태국등)"
일반음식점,인생짬뽕,"충청남도 천안시 서북구 백석공단1로 101, 1층 (백석동)",충청남도 천안시 서북구 백석동 570-8 ,,중국식
일반음식점,홍성한우곱창,"충청남도 천안시 서북구 원두정10길 5, 1층 (두정동)",충청남도 천안시 서북구 두정동 908 ,,식육(숯불구이)
일반음식점,입장먹쇠,"충청남도 천안시 서북구 입장면 입장시장2길 14, 1층",충청남도 천안시 서북구 입장면 하장리 41-6 , 041- 583-1011,한식
일반음식점,신불당비비큐치킨,"충청남도 천안시 서북구 불당32길 24, 1층 (불당동)",충청남도 천안시 서북구 불당동 1694 1층 ,,호프/통닭
일반음식점,차돌집,"충청남도 천안시 서북구 검은들3길 9, 1층 109호 (불당동)",충청남도 천안시 서북구 불당동 697-109 외1필지 ,,한식
일반음식점,슈슈봉봉불당점,"충청남도 천안시 서북구 불당25로 178, 6층 602호 (불당동)",충청남도 천안시 서북구 불당동 1532 , 041- 553-7770,키즈카페
일반음식점,커피웰,"충청남도 천안시 서북구 성정중7길 8, 1층 (성정동)",충청남도 천안시 서북구 성정동 1216 ,,기타
일반음식점,올바른닭꼬치,"충청남도 천안시 서북구 서부대로 737, 1층 105호 (두정동, 필레오1동)",충청남도 천안시 서북구 두정동 702 105호,041 -558 -5892,한식
일반음식점,종로맥가신불당점,"충청남도 천안시 서북구 불당33길 40, 1층 105,106,107호 (불당동, 신영빌딩)",충청남도 천안시 서북구 불당동 1630 ,,정종/대포집/소주방
일반음식점,삼바리,"충청남도 천안시 서북구 원두정6길 26, 1층 (두정동)",충청남도 천안시 서북구 두정동 855 1층 ,041 -622 -2300,한식
일반음식점,권구성순대국밥불당점,"충청남도 천안시 서북구 불당30길 2, 1층 (불당동)",충청남도 천안시 서북구 불당동 1753 , 041- 558-1009,한식
일반음식점,어사출또두정점,"충청남도 천안시 서북구 두정상가2길 10, 에프엠22 1층 105호 (두정동)",충청남도 천안시 서북구 두정동 1373 , 041- 569-0011,일식
일반음식점,79네수육국밥앤철판신불당점,"충청남도 천안시 서북구 불당21로 65, 2층 205,206호 (불당동, 더다움프라자)","충청남도 천안시 서북구 불당동 1538 더다움프라자 205,206호 ",041 -568 -2322,한식
일반음식점,바푸리포베트남쌀국수신불당점,"충청남도 천안시 서북구 불당21로 65, 1층 110호 (불당동, 더다움프라자)",충청남도 천안시 서북구 불당동 1538 ,,"외국음식전문점(인도,태국등)"
일반음식점,직구삼천안1호점,"충청남도 천안시 서북구 부성8길 9, 1층 (두정동)",충청남도 천안시 서북구 두정동 1076 1층 ,,한식
일반음식점,동궁찜닭불당점,"충청남도 천안시 서북구 불당22대로 86, 2층 210호 (불당동, 마블러스에스타워)",충청남도 천안시 서북구 불당동 1535 , 041- 561-9800,한식
일반음식점,요리의숲,"충청남도 천안시 서북구 불당25로 138, 7층 701호 (불당동, 선우프라자)",충청남도 천안시 서북구 불당동 1539 , 041- 565-0755,정종/대포집/소주방
일반음식점,키노플라워카페,"충청남도 천안시 서북구 불당11로 17, 1층 102,103호 (불당동)","충청남도 천안시 서북구 불당동 925 102,103호 ",041 -577 -1247,기타
일반음식점,8군푸드쌍용점,"충청남도 천안시 서북구 쌍용7길 22-1, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 2024 , 041- 568-0007,경양식
일반음식점,오빠네,"충청남도 천안시 서북구 두정역서5길 4, 2층 202호 (두정동, 두정프라자)",충청남도 천안시 서북구 두정동 1611 , 041- 573-6000,경양식
일반음식점,민혁이네외국포차천안두정점,"충청남도 천안시 서북구 원두정6길 11-1, 2층 (두정동)",충청남도 천안시 서북구 두정동 876 ,,정종/대포집/소주방
일반음식점,춘희,충청남도 천안시 서북구 불당16길 34-2 (불당동),충청남도 천안시 서북구 불당동 1341 ,,한식
일반음식점,이가대게,"충청남도 천안시 서북구 미라16길 5, 2층 (쌍용동)",충청남도 천안시 서북구 쌍용동 285-2 , 041- 572-1566,횟집
일반음식점,곱창가신불당점,"충청남도 천안시 서북구 불당33길 45, 1층 101,102호 (불당동, 더테라스)",충청남도 천안시 서북구 불당동 1634 ,,한식
일반음식점,갓스시,"충청남도 천안시 서북구 검은들3길 60, 1층 101호 (불당동, 리치프라자)",충청남도 천안시 서북구 불당동 732 , 041- 522-5423,일식
일반음식점,본도시락천안불당점,"충청남도 천안시 서북구 불당30길 46, 1층 (불당동)",충청남도 천안시 서북구 불당동 1760 ,,김밥(도시락)
일반음식점,희연양꼬치,"충청남도 천안시 서북구 검은들3길 25, 1층 107,108호 (불당동)",충청남도 천안시 서북구 불당동 707 ,,한식
일반음식점,마실,"충청남도 천안시 서북구 입장면 입장시장3길 6, 1층",충청남도 천안시 서북구 입장면 하장리 39 외2필지 ,,정종/대포집/소주방
일반음식점,제이,"충청남도 천안시 서북구 불당33길 40, 2층 202호 (불당동, 신영빌딩)",충청남도 천안시 서북구 불당동 1630 신영빌딩 2층 202호,041 -563 -0202,일식
일반음식점,쉼표커피,"충청남도 천안시 서북구 백석공단1로 107, 1층 (백석동)",충청남도 천안시 서북구 백석동 570-1 ,,기타
일반음식점,이춘봉인생치킨,"충청남도 천안시 서북구 성환읍 성환9길 11-3, 2동 1층",충청남도 천안시 서북구 성환읍 성환리 449-45 ,,"외국음식전문점(인도,태국등)"
일반음식점,림스비스트로,"충청남도 천안시 서북구 불당30길 26, 1층 (불당동)",충청남도 천안시 서북구 불당동 1789 ,,기타
일반음식점,큰통치킨호프불당점,"충청남도 천안시 서북구 공원로 120, 근린생활시설-4동 지하1층 1,2호 (불당동, 천안불당2차 증흥S-클래스프라디움레이크)","충청남도 천안시 서북구 불당동 1284 천안불당2차 증흥S-클래스프라디움레이크 근린생활시설-4동 1,2호",041 -547 -1919,호프/통닭
일반음식점,티엠비숯불바베큐치킨,"충청남도 천안시 서북구 한들3로 36-17, A동 1층 120호 (백석동, 천안백석3차IPARK)",충청남도 천안시 서북구 백석동 1200 ,041 -622 -3277,호프/통닭
일반음식점,구이명가,"충청남도 천안시 서북구 불당33길 34, 2층 201,202호 (불당동)",충청남도 천안시 서북구 불당동 1628 , 041- 562-9292,식육(숯불구이)
일반음식점,킨포크가든,"충청남도 천안시 서북구 밤개울2길 5, 1층 (차암동)",충청남도 천안시 서북구 차암동 478 1층 ,,식육(숯불구이)
일반음식점,돈까스1987,"충청남도 천안시 서북구 불당21로 65, 2층 204호 (불당동, 더다움프라자)",충청남도 천안시 서북구 불당동 1538 ,,경양식
일반음식점,브라운,"충청남도 천안시 서북구 오성로 115, 1층 115,116호 (두정동, 프라지움9차)",충청남도 천안시 서북구 두정동 1377 ,,경양식
일반음식점,호토모토,"충청남도 천안시 서북구 불당7길 33, 1층 (불당동)",충청남도 천안시 서북구 불당동 1214 서진주택 ,041 -566 -3801,일식
일반음식점,미스터보쌈앤스탠딩스테이크,"충청남도 천안시 서북구 3공단6로 50, 1층 120호 (차암동)",충청남도 천안시 서북구 차암동 435-1 ,,한식
일반음식점,미락갈비찜,"충청남도 천안시 서북구 쌍용14길 9, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1395 ,,한식
일반음식점,성월장례문화원식당,"충청남도 천안시 서북구 성환읍 천안대로 2096, 1층",충청남도 천안시 서북구 성환읍 성월리 278-19 , 041- 588-4444,한식
일반음식점,사랑회,"충청남도 천안시 서북구 두정역동6길 18, 1층 (두정동)",충청남도 천안시 서북구 두정동 1719 1층 ,,횟집
일반음식점,그때그집,"충청남도 천안시 서북구 입장면 성진로 852, 1층",충청남도 천안시 서북구 입장면 하장리 34-17 , 041- 523-1717,한식
일반음식점,호호키친,"충청남도 천안시 서북구 쌍용대로 278, 1층 (성정동)",충청남도 천안시 서북구 성정동 649-1 , 041- 573-9982,한식
일반음식점,국보한식뷔페,"충청남도 천안시 서북구 직산읍 상덕로 210-2, 1동 1층",충청남도 천안시 서북구 직산읍 상덕리 215-34 ,,한식
일반음식점,샤브팜두정점,"충청남도 천안시 서북구 원두정8길 6, 2층 (두정동)",충청남도 천안시 서북구 두정동 899 , 041- 555-1131,한식
일반음식점,홍대찜,"충청남도 천안시 서북구 미라7길 27, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1150 ,,식육(숯불구이)
일반음식점,상연이네,"충청남도 천안시 서북구 성정공원4길 20, 2동 1층 (성정동)",충청남도 천안시 서북구 성정동 1407 ,,정종/대포집/소주방
일반음식점,배달삼겹갈통삼성환점,"충청남도 천안시 서북구 성환읍 대학로 90-13, 지하1층",충청남도 천안시 서북구 성환읍 성월리 65-10 외1필지(65-42) ,,정종/대포집/소주방
일반음식점,탐라,"충청남도 천안시 서북구 서부19길 4, 2층 (성정동)",충청남도 천안시 서북구 성정동 619-1 ,,일식
일반음식점,허갈닭강정,"충청남도 천안시 서북구 밤개울1길 1-7, 1층 (차암동)",충청남도 천안시 서북구 차암동 462 , 041- 523-0007,한식
일반음식점,정통집천안두정점,"충청남도 천안시 서북구 원두정6길 11-1, 1층 (두정동)",충청남도 천안시 서북구 두정동 876 ,,식육(숯불구이)
일반음식점,스크린야구다함께야구왕,"충청남도 천안시 서북구 불당33길 40, 4층 401호 (불당동, 신영빌딩)",충청남도 천안시 서북구 불당동 1630 401호일부 ,,분식
일반음식점,아마미,"충청남도 천안시 서북구 나사렛대길 36, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1519 ,,기타
일반음식점,고기집,"충청남도 천안시 서북구 성정로 82, 1층 (성정동, 후생빌딩)",충청남도 천안시 서북구 성정동 727-2 외2필지 ,,식육(숯불구이)
일반음식점,인식당,"충청남도 천안시 서북구 불당33길 36, 2층 203호 (불당동)",충청남도 천안시 서북구 불당동 1629 , 041- 555-1701,한식
일반음식점,뷰커피1,"충청남도 천안시 서북구 부대중앙길 19, 1동 1층 (부대동)",충청남도 천안시 서북구 부대동 179-4 ,,기타
일반음식점,죽이야기신불당점,"충청남도 천안시 서북구 불당25로 192, 1층 128호 (불당동, 골든프라자2)",충청남도 천안시 서북구 불당동 1487 , 041- 561-6288,한식
일반음식점,직산대풍장어,"충청남도 천안시 서북구 직산읍 봉주로 40-1, 1층",충청남도 천안시 서북구 직산읍 삼은리 359 , 041- 587-0508,한식
일반음식점,달빛머무는밤,"충청남도 천안시 서북구 불당33길 45, 2층 202호 (불당동, 더테라스)",충청남도 천안시 서북구 불당동 1634 ,,한식
일반음식점,미라클스크린골프,"충청남도 천안시 서북구 미라16길 21-8, 지1층 B101호 (쌍용동)",충청남도 천안시 서북구 쌍용동 288-1 외3필지 , 041- 571-0753,기타
일반음식점,진자곱창,"충청남도 천안시 서북구 원두정6길 11-1, 1층 (두정동)",충청남도 천안시 서북구 두정동 876 ,,식육(숯불구이)
